timestamp,arming_state,nav_state,x,y,z,vx,vy,vz,target_x,target_y,target_z,stage,trajectory_type
1782704541181541,1,4,-0.0004041729,0.020411212,-0.055179,-0.0054262714,0.0031381878,0.0016865403,0.0,0.0,-2.0,warmup,figure8
1782704541231571,1,4,-0.0010899795,0.019544976,-0.055385917,-0.0057537304,0.002532172,0.0014203683,0.0,0.0,-2.0,warmup,figure8
1782704541281656,1,4,-0.0016763611,0.018613836,-0.05542922,-0.006037439,0.001674941,0.0012779863,0.0,0.0,-2.0,warmup,figure8
1782704541331544,1,4,-0.0022562323,0.01739591,-0.05537115,-0.0063487766,0.0007742997,0.0011789202,0.0,0.0,-2.0,warmup,figure8
1782704541381597,1,4,-0.0027447124,0.016356422,-0.055405453,-0.0065682614,-0.00015721937,0.0010176575,0.0,0.0,-2.0,warmup,figure8
1782704541431596,1,4,-0.0031526217,0.015355485,-0.05532737,-0.0068221693,-0.00074475555,0.0008030489,0.0,0.0,-2.0,warmup,figure8
1782704541481564,1,4,-0.003498107,0.014462669,-0.05508031,-0.0070043886,-0.001249536,0.0008599771,0.0,0.0,-2.0,warmup,figure8
1782704541531613,1,4,-0.0038556368,0.013508136,-0.05460885,-0.007211295,-0.0017213788,0.0007571127,0.0,0.0,-2.0,warmup,figure8
1782704541581531,1,4,-0.0041464884,0.012702963,-0.054021135,-0.007446659,-0.0021088582,0.0009546047,0.0,0.0,-2.0,warmup,figure8
1782704541631519,1,4,-0.00426983,0.011893845,-0.053310826,-0.007402162,-0.0023409552,0.0013762536,0.0,0.0,-2.0,warmup,figure8
1782704541681701,1,4,-0.0042867367,0.0111347055,-0.05248247,-0.0071943994,-0.0026778455,0.0016896167,0.0,0.0,-2.0,warmup,figure8
1782704541731548,1,4,-0.004202444,0.010215115,-0.051424593,-0.006809163,-0.0030935644,0.0020872897,0.0,0.0,-2.0,warmup,figure8
1782704541781565,1,4,-0.004051011,0.00936114,-0.050698012,-0.0065962127,-0.0036009427,0.0023923754,0.0,0.0,-2.0,warmup,figure8
1782704541831529,1,4,-0.0038595686,0.008553702,-0.050082877,-0.0062044766,-0.00398662,0.0027023898,0.0,0.0,-2.0,warmup,figure8
1782704541881558,1,4,-0.0036809712,0.007882241,-0.04945834,-0.006098716,-0.0042872485,0.0028113795,0.0,0.0,-2.0,warmup,figure8
1782704541931541,2,4,-0.003599547,0.0072911377,-0.048719183,-0.0059699886,-0.0045050127,0.0029642044,0.0,0.0,-2.0,arming,figure8
1782704541981525,2,4,-0.0036131276,0.0070098094,-0.04816653,-0.00579372,-0.004515405,0.00311517,0.0,0.0,-2.0,arming,figure8
1782704542031630,2,4,-0.0036462015,0.007012407,-0.047763765,-0.0056975083,-0.004229902,0.0032773719,0.0,0.0,-2.0,arming,figure8
1782704542081556,2,4,-0.0036645203,0.007175951,-0.047624633,-0.005431783,-0.0038395282,0.0032475297,0.0,0.0,-2.0,arming,figure8
1782704542131563,2,4,-0.0036344824,0.007497311,-0.04774058,-0.005284491,-0.0033128867,0.0031450447,0.0,0.0,-2.0,arming,figure8
1782704542181559,2,4,-0.0035747671,0.007878511,-0.047857746,-0.0049688206,-0.0027390753,0.0028565782,0.0,0.0,-2.0,arming,figure8
1782704542231532,2,4,-0.0035237104,0.008328408,-0.048076287,-0.004731133,-0.0023153764,0.0025872611,0.0,0.0,-2.0,arming,figure8
1782704542281542,2,4,-0.00349683,0.008871254,-0.048430085,-0.0046288357,-0.0018018972,0.0022609006,0.0,0.0,-2.0,arming,figure8
1782704542331509,2,4,-0.0036348153,0.009509777,-0.048933446,-0.0047043217,-0.0013741909,0.0018396277,0.0,0.0,-2.0,arming,figure8
1782704542381598,2,4,-0.003997648,0.0101149175,-0.04943724,-0.004977973,-0.0008332375,0.0013392539,0.0,0.0,-2.0,arming,figure8
1782704542431518,2,14,-0.004491437,0.010708548,-0.04984148,-0.0053191697,-0.00033002303,0.0010769572,0.0,0.0,-2.0,offboard,figure8
1782704542481574,2,14,-0.005089373,0.011252217,-0.049960345,-0.005853939,8.826823e-05,0.00090584054,0.0,0.0,-2.0,offboard,figure8
1782704542531535,2,14,-0.0059350347,0.011808838,-0.049918473,-0.0067661684,0.00044150968,0.0008611151,0.0,0.0,-2.0,offboard,figure8
1782704542581548,2,14,-0.006756491,0.012132906,-0.049845695,-0.0075136744,0.0005881673,0.000574292,0.0,0.0,-2.0,offboard,figure8
1782704542631543,2,14,-0.0075148107,0.012380448,-0.049830794,-0.00819494,0.00045823076,0.00040817834,0.0,0.0,-2.0,offboard,figure8
1782704542681572,2,14,-0.007978493,0.012486165,-0.04988356,-0.00883268,0.00045707947,0.00021122211,0.0,0.0,-2.0,offboard,figure8
1782704542731531,2,14,-0.008223038,0.012637235,-0.04993242,-0.009214989,0.0005626052,0.00014719773,0.0,0.0,-2.0,offboard,figure8
1782704542781480,2,14,-0.008077517,0.012872762,-0.049961716,-0.009203782,0.00075776165,9.8729484e-05,0.0,0.0,-2.0,offboard,figure8
1782704542831606,2,14,-0.0077936975,0.013206052,-0.049870163,-0.009078579,0.001069427,0.00014197493,0.0,0.0,-2.0,offboard,figure8
1782704542881477,2,14,-0.0073607787,0.013658322,-0.049722105,-0.008897329,0.0014777463,-4.51457e-05,0.0,0.0,-2.0,offboard,figure8
1782704542931586,2,14,-0.0068389126,0.014263051,-0.049630523,-0.008943861,0.001968184,-0.00018685148,0.0,0.0,-2.0,offboard,figure8
1782704542981560,2,14,-0.006332967,0.014791035,-0.04971519,-0.0088191815,0.0026401945,-0.000261024,0.0,0.0,-2.0,pre_figure8_hover,figure8
1782704543031533,2,14,-0.005714378,0.015293627,-0.049855247,-0.008568108,0.0030617372,-0.00035286255,0.0,0.0,-2.0,pre_figure8_hover,figure8
1782704543081588,2,14,-0.004958087,0.015686104,-0.05001846,-0.008383523,0.0033129954,-0.00066022767,0.0,0.0,-2.0,pre_figure8_hover,figure8
1782704543131537,2,14,-0.004115002,0.015953949,-0.05020185,-0.008014879,0.0034277139,-0.0007386191,0.0,0.0,-2.0,pre_figure8_hover,figure8
1782704543181522,2,14,-0.0033818744,0.016026448,-0.05028303,-0.007576527,0.0032878814,-0.000846672,0.0,0.0,-2.0,pre_figure8_hover,figure8
1782704543231600,2,14,-0.0025293105,0.016025444,-0.05035436,-0.0071035232,0.003307006,-0.0008251324,0.0,0.0,-2.0,pre_figure8_hover,figure8
1782704543281567,2,14,-0.0015166026,0.015996465,-0.050411165,-0.006490127,0.0032061911,-0.0009151339,0.0,0.0,-2.0,pre_figure8_hover,figure8
1782704543331690,2,14,-0.00033770115,0.015903868,-0.050492987,-0.0056528826,0.0032128517,-0.0008306912,0.0,0.0,-2.0,pre_figure8_hover,figure8
1782704543381794,2,14,0.00063507253,0.015807413,-0.05032888,-0.004960337,0.0030528752,-0.0006217754,0.0,0.0,-2.0,pre_figure8_hover,figure8
1782704543431585,2,14,0.0015866269,0.015657,-0.050020054,-0.0042743054,0.0030109498,-0.00042489372,0.0,0.0,-2.0,pre_figure8_hover,figure8
